Train Loss,Val Loss,Training accuracy,Val accuracy,Training top1 error,Val top1 error,Training top5 error,Val top5 error,Learning Rate,Top 5 Classes,Bottom 5 Classes
4.711896222440083,4.575317245469664,1.8896220755848816,1.5601560156015495,98.11037792441512,98.43984398439845,91.90161967606478,91.95919591959196,0.001,"['Class 47: 36.36%', 'Class 28: 26.87%', 'Class 82: 16.42%', 'Class 96: 8.96%', 'Class 8: 7.58%']","['Class 89: 0.00%', 'Class 90: 0.00%', 'Class 93: 0.00%', 'Class 97: 0.00%', 'Class 99: 0.00%']"
