Train Loss,Val Loss,Training accuracy,Val accuracy,Training top1 error,Val top1 error,Training top5 error,Val top5 error,Learning Rate,Top 5 Classes,Bottom 5 Classes
2.031839477708401,2.5689141695255495,51.3497300539892,36.06360636063607,48.6502699460108,63.93639363936393,21.475704859028195,35.583558355835585,7.122819337828756e-05,"['Class 57: 87.03%', 'Class 92: 86.35%', 'Class 95: 80.53%', 'Class 62: 73.47%', 'Class 82: 71.11%']","['Class 4: 13.50%', 'Class 11: 12.67%', 'Class 14: 12.27%', 'Class 17: 12.16%', 'Class 25: 9.76%']"
